category,sleep,recovery,body,set,reps,weights,Duration
fit,1,5,1,2,20,12,17
loss,4,5,1,2,17,9,16
loss,1,3,1,2,7,6,33
loss,1,5,1,2,20,8,20
gain,4,2,1,3,6,18,25
loss,2,4,1,2,17,0,0
loss,1,4,1,2,20,3,26
loss,1,2,1,2,17,0,13
loss,1,3,0,0,11,3,0
fit,1,1,1,2,4,3,20
gain,4,2,1,0,1,13,19
gain,1,1,0,2,12,9,15
fit,1,4,0,2,9,4,14
loss,4,4,0,2,20,18,24
loss,1,2,0,0,7,0,18
fit,4,4,1,3,17,13,28
gain,4,4,1,2,16,11,25
gain,1,5,1,0,13,6,16
gain,4,4,0,2,20,18,25
gain,1,4,0,2,20,9,16
loss,1,2,0,2,18,10,27
gain,4,1,1,3,20,22,26
gain,1,4,0,0,11,2,15
gain,1,4,0,0,0,4,0
loss,4,4,1,2,17,9,21
loss,1,5,0,2,17,5,18
gain,1,4,1,2,20,22,29
gain,1,4,1,2,8,13,29
gain,4,5,0,2,20,20,31
fit,1,5,0,2,18,8,12
gain,4,5,0,2,20,12,33
loss,1,4,0,0,8,10,14
fit,3,5,0,2,6,5,18
fit,3,3,0,0,8,5,18
fit,1,4,0,2,18,8,14
gain,3,2,0,2,9,19,0
gain,4,3,0,0,7,9,17
loss,1,2,1,2,16,0,16
fit,4,3,0,0,15,6,15
loss,1,3,1,2,15,0,14
gain,1,1,0,0,2,10,22
loss,2,4,0,2,18,18,11
fit,1,3,1,2,20,15,17
gain,3,5,0,0,0,6,0
fit,1,3,0,2,0,3,12
gain,4,3,0,3,14,7,29
gain,4,4,1,2,17,14,30
loss,1,3,1,2,6,10,23
gain,4,4,0,0,18,8,28
fit,1,4,0,2,17,0,20
fit,1,5,1,2,15,9,14
loss,4,1,1,2,20,13,32
gain,1,1,1,2,16,8,25
loss,1,4,0,2,10,7,0
gain,1,1,0,2,18,6,26
loss,1,5,0,2,15,5,16
loss,1,4,0,2,9,9,19
gain,4,2,1,0,19,12,32
loss,1,1,0,3,7,12,0
gain,1,1,0,0,0,4,0
loss,4,1,1,3,0,6,19
fit,1,1,0,0,11,0,0
loss,1,4,0,2,13,7,0
fit,1,2,1,0,15,10,16
loss,1,3,1,2,20,7,18
fit,1,2,0,0,18,8,0
fit,1,3,0,2,19,4,18
loss,2,3,0,0,11,1,15
fit,1,4,0,2,20,13,26
fit,4,2,1,2,15,12,25
loss,1,3,0,2,20,8,16
gain,1,5,1,2,2,7,25
gain,4,1,0,2,20,17,19
gain,4,3,1,2,16,12,0
loss,1,1,1,0,16,4,19
gain,4,5,1,3,17,22,40
gain,1,4,0,2,10,4,0
loss,1,4,0,2,20,0,12
gain,3,2,0,2,11,3,24
loss,1,3,1,0,20,3,30
loss,1,5,0,2,20,2,31
loss,2,3,1,2,5,0,14
gain,4,2,0,0,10,3,16
gain,3,4,1,3,3,12,19
fit,1,4,0,2,18,9,17
loss,1,1,0,0,0,0,12
fit,1,2,1,2,15,9,17
fit,1,3,0,0,13,1,16
fit,1,2,1,0,0,2,13
loss,1,4,0,2,15,6,22
fit,1,5,0,0,9,6,33
loss,1,2,0,2,17,10,0
fit,1,4,1,2,13,6,32
fit,3,2,0,0,11,11,15
loss,1,4,0,2,20,10,16
loss,2,5,0,2,20,18,20
loss,1,4,0,0,20,8,19
gain,1,4,0,2,18,9,22
fit,1,3,1,2,20,4,18
fit,1,1,0,0,0,2,0
gain,1,2,0,0,11,22,40
gain,4,2,0,2,14,18,27
gain,1,5,0,0,10,9,13
fit,1,5,0,2,20,15,20
gain,1,4,0,2,0,8,14
fit,1,3,1,0,12,8,15
loss,1,5,0,2,20,3,15
gain,4,4,0,0,9,7,27
loss,4,4,0,2,19,5,12
fit,1,1,0,0,7,2,12
loss,1,3,1,2,18,11,11
gain,4,5,0,2,17,17,35
fit,3,2,1,0,19,0,15
gain,3,4,0,2,12,11,20
loss,3,1,0,0,0,0,14
gain,1,1,0,2,1,6,0
gain,1,4,0,2,17,8,0
gain,4,4,1,3,6,17,0
gain,4,4,1,2,19,16,25
fit,1,3,0,3,12,10,16
gain,1,1,1,2,11,1,16
gain,1,5,1,2,11,13,31
fit,1,1,1,2,6,11,0
gain,4,5,1,0,13,20,23
fit,4,2,0,2,20,11,23
gain,4,1,0,0,20,10,24
gain,4,3,0,3,6,22,5
fit,4,2,0,0,16,5,1
loss,1,1,1,2,19,3,24
fit,1,2,0,0,0,2,0
loss,1,1,1,2,5,0,10
fit,1,1,0,2,4,2,0
loss,4,4,1,2,20,7,23
loss,4,5,1,2,15,13,19
fit,4,3,1,2,3,8,1
gain,4,4,0,3,14,22,28
gain,2,4,1,3,19,14,15
loss,1,4,0,2,18,11,24
fit,4,1,0,0,0,3,0
gain,4,2,0,2,10,9,16
loss,1,3,1,2,2,8,23
loss,1,4,1,2,10,2,26
loss,1,4,0,2,6,0,18
fit,1,3,1,0,7,11,0
fit,4,4,1,2,19,17,21
loss,1,3,1,2,9,3,17
fit,1,5,0,2,16,7,17
loss,1,2,1,2,13,4,28
loss,1,5,0,2,20,10,12
gain,1,1,1,2,13,9,31
gain,1,5,1,2,8,4,11
fit,1,4,1,2,8,8,18
fit,1,1,1,2,17,5,10
gain,3,5,1,2,14,8,28
fit,1,1,0,2,7,0,12
loss,1,5,1,2,16,0,11
loss,4,5,1,2,1,6,18
gain,4,5,0,1,20,22,29
loss,1,5,0,2,20,1,12
gain,4,2,0,3,14,8,25
gain,4,4,0,2,2,6,17
loss,1,1,1,3,6,4,18
loss,1,3,1,3,20,10,30
gain,4,3,0,2,3,7,22
loss,4,4,0,2,20,9,26
loss,1,1,0,2,13,0,16
gain,4,4,1,3,14,11,28
gain,4,5,1,1,19,18,22
fit,1,4,0,0,7,9,14
fit,4,5,0,2,20,15,28
gain,1,3,1,2,7,14,31
gain,4,4,1,2,12,22,0
gain,1,3,0,3,16,17,14
fit,4,4,1,0,20,13,34
loss,1,1,0,2,14,0,0
gain,4,5,1,2,20,22,38
fit,1,2,0,3,3,10,15
fit,1,1,1,0,0,3,14
gain,4,3,1,2,15,6,0
gain,1,3,1,2,13,13,16
fit,1,1,0,2,9,5,18
gain,1,1,1,1,3,6,21
loss,1,4,0,2,20,0,16
gain,4,2,0,2,13,8,0
loss,4,4,1,2,18,6,16
fit,1,1,1,3,17,3,15
fit,1,3,0,2,13,6,0
loss,4,5,1,3,20,13,20
gain,3,1,0,2,0,11,15
gain,4,1,0,0,13,7,21
loss,1,3,0,2,20,5,15
gain,4,4,1,2,19,13,20
gain,1,5,1,2,16,17,26
gain,4,4,1,2,20,22,26
gain,1,1,0,0,0,3,16
loss,1,5,0,2,20,10,19
gain,1,1,1,2,6,7,16
loss,1,5,0,2,18,1,13
gain,1,1,0,0,0,7,0
gain,1,1,0,3,6,6,19
loss,3,4,0,2,20,12,14
loss,1,2,1,2,15,3,29
loss,1,3,0,2,8,0,12
fit,1,4,0,2,19,0,6
fit,1,1,0,0,0,0,13
gain,4,2,1,0,10,22,37
fit,1,5,0,2,20,7,17
loss,4,5,0,2,20,15,31
gain,1,5,1,2,20,12,21
gain,2,5,0,2,4,11,23
loss,2,5,0,0,1,22,16
loss,1,1,0,2,7,4,12
loss,1,3,0,2,10,3,0
gain,1,4,1,2,16,12,13
gain,4,5,1,2,18,9,25
fit,2,1,0,2,8,2,16
gain,3,5,1,2,20,22,36
gain,4,1,0,0,0,11,2
loss,1,5,0,2,20,7,15
fit,4,4,1,2,16,22,32
fit,1,5,0,2,1,11,17
gain,4,3,1,3,15,22,29
loss,1,1,0,2,9,9,12
gain,4,2,1,2,8,7,22
fit,1,3,0,2,14,8,32
loss,1,1,0,0,3,0,13
loss,1,2,0,2,18,0,17
fit,1,4,0,0,16,5,13
gain,1,4,1,2,17,5,20
gain,3,3,1,2,17,13,33
fit,1,5,0,2,17,16,26
gain,4,1,1,0,0,6,22
loss,1,4,0,2,20,6,27
loss,1,2,0,2,8,2,13
fit,1,2,0,0,0,7,13
fit,4,5,1,2,20,13,27
gain,3,1,0,0,6,6,28
gain,1,4,1,2,16,13,21
gain,1,1,1,2,12,11,0
gain,1,4,1,0,16,22,24
fit,1,5,0,2,20,12,23
loss,1,4,0,2,20,10,21
gain,1,2,0,0,20,10,17
gain,1,1,0,2,3,6,15
fit,4,2,0,3,20,4,22
loss,1,5,0,2,14,7,14
gain,4,2,0,2,11,22,0
loss,1,4,0,2,20,0,14
fit,1,3,0,2,16,13,26
fit,1,4,1,2,19,7,0
gain,1,4,0,3,13,17,32
fit,4,4,0,2,20,14,31
gain,4,2,1,3,18,11,35
fit,1,3,1,3,13,11,16
fit,1,3,1,2,4,11,0
fit,4,5,1,2,20,22,31
loss,3,2,0,0,5,0,0
gain,4,2,1,2,15,9,17
gain,1,4,0,2,4,5,15
fit,1,2,0,2,10,9,25
gain,1,2,0,0,10,1,14
gain,2,1,0,3,12,9,0
fit,1,4,1,2,20,4,18
loss,1,2,0,2,13,7,15
loss,4,4,1,2,20,6,16
fit,1,3,1,0,7,1,0
fit,4,2,0,3,12,10,25
loss,1,5,0,2,20,2,11
gain,1,5,0,2,20,22,25
loss,1,4,0,2,20,12,23
fit,1,4,1,3,20,13,36
gain,1,2,0,3,7,10,19
gain,1,3,0,0,15,22,28
gain,1,4,1,2,11,6,13
fit,1,4,1,2,7,7,32
gain,1,1,1,0,11,1,16
gain,1,4,1,2,0,10,13
gain,4,2,0,3,13,17,17
gain,1,1,0,3,9,5,23
gain,1,2,1,0,2,3,28
loss,1,4,0,2,12,5,17
gain,4,5,1,2,20,14,29
loss,4,2,0,0,9,7,21
gain,1,3,1,2,18,9,25
gain,4,2,0,2,20,11,30
fit,3,2,0,2,17,22,24
loss,2,1,1,2,4,4,20
gain,4,4,1,2,17,8,24
fit,1,4,1,2,14,4,15
gain,4,4,1,3,20,13,18
fit,1,2,0,0,10,4,15
loss,1,1,0,2,17,5,16
gain,4,4,1,3,18,12,27
fit,4,2,0,2,20,11,20
loss,1,4,0,2,3,6,16
fit,1,5,0,2,20,13,26
loss,1,3,1,2,18,6,13
loss,1,3,1,2,14,2,19
gain,4,2,0,2,3,19,18
loss,1,5,1,2,20,1,16
fit,4,2,0,2,6,6,0
gain,1,4,0,2,20,7,12
gain,1,5,0,3,18,7,28
fit,1,3,0,2,17,8,0
gain,1,3,0,2,13,8,15
fit,1,2,1,2,4,0,15
loss,1,4,1,2,19,7,14
fit,1,2,0,3,10,5,20
loss,1,2,0,2,5,0,0
gain,1,1,0,0,10,0,18
gain,1,2,1,0,4,8,15
fit,1,1,1,3,13,10,27
fit,1,1,0,2,18,8,16
loss,4,2,1,0,13,5,0
fit,1,2,0,2,8,0,12
fit,1,1,1,2,0,2,13
gain,4,5,1,2,18,22,22
loss,1,3,1,2,15,7,1
loss,1,4,1,2,19,1,25
loss,4,5,1,2,19,9,18
gain,1,4,1,0,17,5,20
gain,1,5,0,3,17,22,20
loss,1,5,1,2,16,10,19
gain,4,4,0,2,20,11,33
loss,1,3,1,2,13,5,13
gain,4,1,1,2,14,12,0
fit,4,3,1,2,19,10,11
loss,1,2,0,3,10,0,0
gain,1,4,1,2,9,9,26
loss,2,1,0,2,0,0,20
fit,1,2,0,2,9,6,20
gain,1,2,0,0,7,4,15
fit,1,4,1,2,16,13,29
gain,2,2,0,2,3,11,14
loss,1,3,0,3,20,13,18
loss,1,2,0,0,3,0,12
gain,4,1,1,2,15,10,27
fit,1,5,1,2,9,8,19
loss,4,5,0,0,20,4,15
loss,4,2,0,2,20,10,18
gain,1,1,0,0,0,1,0
fit,1,5,1,2,16,22,37
fit,1,5,0,0,9,10,0
loss,1,3,0,2,5,6,0
loss,1,1,0,2,11,6,11
gain,1,1,1,2,14,8,18
gain,2,2,0,2,10,5,0
loss,1,4,1,2,20,5,14
fit,1,2,0,2,8,12,16
loss,4,1,1,2,16,5,18
gain,1,5,0,2,5,22,19
fit,4,3,1,2,12,18,30
gain,1,4,0,3,3,8,0
fit,3,5,0,3,17,22,22
fit,1,4,1,2,15,13,0
loss,1,1,0,2,14,0,19
gain,3,4,1,2,17,5,18
gain,1,4,0,0,11,11,11
loss,1,4,0,2,17,8,19
fit,4,4,0,2,18,9,22
fit,4,2,1,0,7,4,0
gain,1,3,1,0,0,12,15
loss,3,2,0,3,2,9,24
gain,1,2,1,0,2,5,0
fit,1,4,0,2,12,10,18
gain,1,3,1,2,15,8,0
fit,1,5,1,3,18,15,35
loss,1,2,1,2,20,3,16
gain,1,2,1,3,16,6,16
gain,1,4,1,2,17,12,20
loss,1,4,0,0,2,5,16
loss,1,4,0,0,18,6,22
gain,2,5,1,3,13,11,20
fit,1,3,1,2,7,5,21
loss,1,4,0,2,8,11,16
gain,4,2,0,0,0,15,18
loss,1,2,0,2,10,9,17
gain,1,4,1,2,15,11,36
loss,3,5,0,2,20,0,17
gain,1,4,1,2,18,19,27
fit,1,4,0,3,20,10,12
fit,1,2,1,2,5,7,0
gain,4,2,1,2,6,7,0
fit,1,3,0,0,13,6,14
fit,1,4,1,2,19,16,23
loss,1,5,1,2,20,6,16
loss,4,2,0,3,5,7,20
fit,2,5,0,0,19,14,21
loss,1,3,0,0,0,2,16
gain,1,2,0,3,2,5,22
loss,1,2,0,2,0,6,14
loss,1,4,1,2,18,13,27
loss,1,4,0,2,20,13,28
gain,1,2,0,0,16,10,21
fit,4,2,0,0,19,6,5
loss,4,5,1,2,13,13,36
fit,1,5,0,2,17,13,18
gain,1,1,1,0,7,10,0
loss,3,5,0,2,20,1,29
loss,1,4,0,2,20,0,12
gain,3,1,0,0,3,5,0
loss,4,2,1,2,6,19,22
loss,1,3,0,2,10,1,0
loss,4,3,1,2,14,12,33
gain,1,1,1,2,13,11,26
loss,1,4,1,2,14,1,26
gain,4,2,0,3,19,10,19
fit,1,1,0,2,17,4,16
loss,1,4,0,0,11,1,15
loss,1,1,0,0,14,7,27
gain,4,5,0,0,20,21,27
loss,3,2,1,0,3,0,0
fit,1,1,1,0,8,10,18
gain,4,4,1,2,18,22,26
fit,1,1,0,2,16,4,15
gain,1,1,0,0,0,9,18
gain,1,1,1,0,4,2,13
gain,3,4,0,0,4,8,19
fit,1,5,1,2,18,5,14
gain,1,2,0,0,0,22,14
loss,1,4,0,2,15,0,0
gain,4,4,0,0,2,9,0
loss,1,1,1,0,15,0,13
fit,1,2,0,3,0,3,16
fit,1,1,0,2,2,0,0
gain,1,5,0,2,0,0,15
fit,1,2,0,0,10,8,22
gain,1,4,1,2,2,12,19
fit,1,4,0,2,13,6,17
fit,3,3,1,2,19,13,22
gain,4,4,0,2,14,14,24
gain,1,3,1,2,18,5,17
gain,1,4,1,2,11,10,14
fit,1,2,0,2,15,3,19
fit,4,4,1,2,16,16,38
loss,1,4,0,2,5,0,0
gain,1,4,0,2,19,16,36
fit,1,3,1,0,13,3,16
fit,1,1,0,0,13,0,0
gain,4,4,0,2,17,22,31
gain,4,5,0,2,17,19,39
fit,4,5,1,2,2,8,21
gain,4,2,1,2,9,15,37
loss,1,2,1,2,19,0,16
loss,1,4,1,2,20,22,22
fit,1,4,1,2,20,6,13
fit,1,5,0,2,19,9,16
gain,1,1,1,2,9,12,22
fit,1,4,1,2,19,13,40
fit,1,3,1,0,0,5,15
fit,1,4,0,2,14,3,16
gain,4,3,1,0,0,11,35
gain,4,2,0,3,11,22,33
gain,4,4,0,2,3,8,14
gain,2,5,0,2,14,10,0
gain,4,3,0,0,8,9,21
gain,1,1,0,2,0,0,14
gain,4,2,0,3,1,22,31
gain,1,3,1,2,6,2,12
fit,1,5,0,3,11,12,16
gain,1,4,0,0,19,15,0
fit,1,4,0,2,9,2,14
fit,3,1,0,3,16,22,25
loss,1,1,1,0,20,1,14
loss,1,1,0,2,20,8,21
fit,1,3,0,2,14,5,15
gain,4,5,1,0,17,15,18
gain,2,2,1,0,2,3,20
gain,1,2,1,0,15,18,32
gain,1,3,1,3,11,9,27
loss,4,4,0,2,20,15,22
fit,2,2,0,2,19,17,21
fit,1,4,1,2,20,15,13
loss,1,4,1,2,8,2,15
loss,1,2,1,3,9,8,31
gain,1,4,0,0,2,7,0
loss,1,4,1,2,17,2,12
loss,4,2,1,2,13,4,18
gain,3,4,0,2,7,17,20
loss,1,4,1,2,11,0,0
loss,1,3,0,2,7,5,16
gain,3,4,0,2,4,5,15
gain,1,1,0,0,0,3,20
fit,4,1,0,0,2,6,3
fit,1,1,1,0,0,1,12
loss,1,4,1,2,20,12,15
loss,4,2,0,0,17,10,14
fit,1,2,0,0,20,11,20
loss,4,2,1,2,20,6,14
fit,1,2,0,2,10,9,15
gain,1,1,0,2,15,14,18
fit,1,1,0,2,11,5,0
gain,1,4,0,0,19,11,25
loss,4,4,1,2,13,3,0
fit,4,5,0,2,19,9,30
gain,1,3,0,0,15,14,23
gain,3,1,1,0,4,12,21
gain,1,5,1,2,20,15,22
fit,4,4,1,2,20,14,24
fit,1,3,1,0,9,4,19
gain,3,1,1,3,3,11,23
loss,4,4,0,0,20,4,22
fit,2,5,0,3,12,12,22
loss,1,3,0,2,17,8,0
gain,1,5,1,2,15,12,26
loss,3,1,0,2,13,12,34
gain,1,1,1,0,0,2,0
fit,1,2,1,2,20,12,19
loss,1,1,1,1,0,1,28
fit,1,4,0,2,20,13,12
fit,3,5,1,2,20,9,22
gain,1,1,0,0,6,4,0
gain,4,1,1,1,6,22,25
loss,1,1,0,0,2,1,17
fit,1,4,0,3,16,12,39
gain,4,2,1,2,1,9,18
fit,1,3,1,2,20,15,17
gain,1,3,0,3,17,10,34
fit,1,4,1,2,15,10,23
fit,1,4,0,2,20,13,18
gain,1,4,0,2,9,9,20
gain,4,3,0,2,17,22,24
gain,4,1,0,3,0,12,20
gain,3,5,1,0,20,17,17
gain,1,5,1,2,1,13,34
gain,4,5,0,3,18,22,22
loss,1,5,1,2,18,2,13
loss,1,4,0,2,12,15,18
gain,1,2,1,2,15,9,30
gain,4,5,1,2,13,15,26
gain,1,4,0,0,0,2,14
loss,1,1,0,0,5,2,0
gain,4,5,1,3,14,13,25
loss,1,4,0,3,15,10,23
loss,1,3,1,0,6,3,21
loss,1,2,0,2,20,3,16
fit,4,4,0,3,16,11,19
fit,1,1,1,0,7,3,0
loss,4,4,1,2,17,15,33
loss,1,1,1,2,20,10,25
gain,1,3,1,2,13,9,19
gain,1,1,1,2,16,12,29
fit,1,2,0,2,4,5,19
loss,4,1,0,2,20,14,0
fit,1,2,0,0,4,4,18
loss,4,3,1,2,17,5,17
gain,1,1,1,0,9,5,12
fit,1,3,0,0,0,0,0
gain,4,5,1,2,18,18,29
fit,1,2,0,0,15,1,12
gain,1,5,1,2,20,14,16
loss,1,1,0,2,6,0,11
gain,1,3,1,0,2,11,14
fit,4,2,0,2,8,8,0
loss,1,1,1,2,13,5,0
loss,3,5,1,0,9,7,31
loss,1,3,0,2,20,5,25
loss,1,1,1,0,7,2,0
fit,1,2,0,2,9,0,15
gain,2,2,0,0,16,1,12
fit,3,5,0,2,20,15,29
gain,1,5,0,2,1,11,21
fit,4,4,1,0,7,6,32
loss,1,3,1,2,10,3,0
gain,4,1,0,2,11,10,0
gain,4,2,0,2,5,7,0
loss,4,2,0,2,17,4,21
loss,1,4,1,2,9,5,17
loss,3,4,1,2,13,9,34
gain,1,5,0,2,17,3,17
fit,1,4,0,2,20,17,2
gain,1,4,1,2,19,9,0
loss,3,2,0,2,15,10,15
gain,1,4,1,2,14,22,19
fit,1,5,0,2,8,7,16
fit,2,4,1,0,4,6,12
loss,3,2,1,3,10,6,35
fit,1,4,0,0,0,0,0
fit,4,5,0,2,20,9,31
gain,1,5,0,0,2,6,0
loss,1,3,1,0,8,10,3
loss,4,3,1,0,2,2,18
fit,1,1,0,0,10,2,0
fit,1,2,0,0,5,0,0
gain,1,2,0,0,3,8,1
loss,4,4,0,3,14,11,0
gain,1,4,0,0,13,11,15
gain,1,2,0,3,20,6,8
gain,4,5,1,2,20,16,28
fit,1,5,0,3,18,9,3
fit,4,5,0,2,20,12,18
fit,4,5,0,2,15,16,23
fit,4,5,1,2,20,11,28
gain,1,1,0,2,13,0,0
gain,1,1,1,3,3,12,25
fit,4,2,0,0,15,13,30
gain,1,1,1,2,0,3,15
fit,1,2,0,3,7,2,0
gain,1,5,1,2,13,12,21
gain,1,4,1,2,8,12,0
fit,1,1,1,2,0,3,12
fit,1,3,0,2,4,13,15
gain,1,5,1,0,0,3,17
loss,1,1,0,0,16,6,19
gain,1,4,0,0,7,14,32
gain,1,3,0,2,16,7,0
fit,1,4,1,2,15,7,15
loss,4,2,0,0,18,11,22
fit,1,5,1,2,19,22,27
fit,3,1,1,0,16,8,0
loss,1,4,1,2,20,11,18
loss,1,1,0,2,0,0,15
gain,4,2,1,0,0,11,13
fit,1,5,0,2,16,10,18
gain,4,4,0,2,4,6,34
gain,1,1,1,0,4,4,0
gain,1,1,1,0,20,1,0
loss,1,5,0,2,13,11,0
gain,4,1,0,3,1,8,30
gain,1,5,0,3,5,14,19
loss,1,4,0,2,14,3,12
fit,1,1,0,2,2,7,0
fit,1,3,0,3,10,7,14
loss,1,5,1,2,20,10,15
loss,1,2,1,2,7,0,18
gain,4,2,0,3,10,20,31
fit,2,1,0,2,9,8,17
loss,1,2,0,2,4,0,14
fit,1,2,0,2,17,7,14
gain,1,3,1,2,17,11,17
gain,1,4,1,2,16,8,17
loss,1,5,1,2,20,9,17
loss,1,5,0,2,13,8,15
loss,1,5,0,2,16,14,17
fit,1,4,0,2,20,8,0
loss,4,4,1,2,20,18,32
fit,1,1,0,2,12,9,14
fit,4,2,0,0,4,5,15
loss,1,4,1,0,17,9,0
fit,1,4,0,2,17,9,17
gain,1,4,1,2,2,10,0
loss,1,4,0,2,20,0,15
loss,1,2,0,3,8,8,12
fit,1,2,0,2,20,7,0
gain,4,1,0,0,0,20,22
gain,1,5,1,2,0,10,16
loss,4,4,1,3,20,9,26
gain,1,3,1,2,19,22,22
loss,1,1,1,2,2,6,17
loss,1,1,0,2,11,2,14
gain,1,4,0,2,20,17,38
gain,1,4,0,0,9,15,26
loss,1,1,0,2,13,6,0
loss,1,3,1,2,20,10,11
fit,1,4,0,0,0,0,0
fit,4,1,0,0,20,8,17
fit,1,2,0,3,20,3,20
fit,1,4,0,0,19,12,15
loss,4,1,0,2,18,15,0
loss,1,2,1,0,4,4,15
gain,3,4,1,2,13,14,36
loss,1,4,0,2,11,8,17
loss,1,4,0,2,20,6,16
loss,1,4,0,2,6,12,19
gain,4,2,1,2,16,14,22
gain,1,1,1,3,15,10,32
gain,1,3,1,2,3,13,16
loss,1,2,0,2,11,0,12
fit,2,2,0,0,0,7,14
gain,4,1,0,2,15,12,17
loss,1,5,0,2,20,11,9
loss,4,1,1,2,17,6,18
loss,1,3,1,2,9,10,0
loss,1,5,1,2,5,8,25
fit,1,5,0,2,16,13,15
gain,1,4,0,3,9,12,16
fit,4,2,0,2,20,6,16
loss,1,1,0,2,18,3,13
loss,1,4,1,2,20,0,14
fit,1,4,1,2,20,11,16
loss,1,2,0,0,16,6,16
loss,3,3,0,2,5,0,11
loss,1,4,0,2,20,8,13
fit,1,4,1,2,15,18,19
gain,4,5,1,0,11,10,24
gain,2,3,1,2,14,13,0
gain,4,5,1,2,3,22,0
gain,1,3,0,0,11,6,25
fit,1,1,0,2,0,3,0
fit,1,4,0,2,14,6,0
loss,1,5,0,2,18,3,13
fit,1,3,0,2,13,10,0
fit,1,4,0,2,18,7,18
loss,4,4,0,2,17,1,19
loss,1,2,0,3,14,13,22
loss,1,1,1,2,8,0,11
fit,1,2,0,0,10,3,13
gain,4,5,0,2,18,22,40
fit,4,2,0,2,17,7,0
gain,3,3,1,2,14,12,40
fit,1,3,1,3,11,8,0
gain,4,1,0,3,15,14,23
gain,3,5,0,2,20,22,29
fit,1,1,0,0,6,3,15
fit,1,5,0,2,20,14,13
fit,4,5,0,2,16,17,40
loss,1,3,0,2,20,12,25
gain,4,5,1,0,14,9,0
loss,1,1,1,2,12,0,17
gain,1,5,0,2,11,18,2
loss,1,3,0,2,16,1,10
gain,1,1,0,0,16,6,15
loss,1,3,1,2,12,7,0
fit,1,4,1,2,20,22,39
loss,1,2,0,2,10,0,14
loss,4,4,1,2,20,13,31
gain,4,5,1,2,12,8,22
loss,1,4,1,2,15,14,14
loss,1,4,0,2,13,4,0
loss,1,1,1,2,9,0,22
loss,1,2,0,2,1,5,14
fit,1,2,1,2,19,3,12
loss,3,1,1,2,10,6,20
gain,1,2,0,2,10,6,13
fit,3,1,1,2,20,6,19
gain,1,3,1,2,0,4,0
fit,1,5,0,0,20,13,15
fit,1,4,0,2,16,14,20
fit,1,2,0,1,15,12,12
gain,4,5,1,2,15,21,21
fit,2,5,0,2,20,18,16
fit,1,1,1,0,11,0,14
loss,4,5,0,0,11,4,0
gain,4,4,1,3,16,8,20
fit,4,4,0,2,10,8,0
loss,1,2,0,2,5,3,20
fit,4,4,1,3,11,7,16
loss,1,4,0,0,3,7,15
fit,1,5,0,2,16,12,14
fit,1,4,0,3,20,7,20
gain,1,4,0,1,15,11,21
loss,1,4,0,2,6,4,17
gain,2,4,1,2,16,12,0
fit,1,4,0,0,14,11,33
loss,1,4,0,2,13,1,29
gain,1,2,0,0,0,3,15
fit,3,4,1,2,3,4,18
gain,1,5,0,2,17,11,15
loss,4,4,1,0,9,2,16
gain,1,4,1,2,17,8,28
loss,1,4,1,2,12,6,27
gain,2,4,1,2,18,16,24
gain,1,4,1,0,15,9,18
fit,1,5,0,2,18,15,25
fit,1,5,0,2,20,12,16
gain,4,5,1,2,20,15,37
fit,1,2,0,0,11,1,13
gain,4,5,1,3,13,11,28
loss,1,1,1,2,5,1,13
loss,1,4,0,0,20,5,16
loss,1,4,0,0,20,5,18
loss,1,4,0,2,10,6,17
fit,2,5,0,2,18,15,31
gain,1,5,1,3,19,14,27
loss,1,2,0,3,12,11,28
gain,4,5,0,3,20,22,28
loss,1,2,0,0,12,1,18
fit,1,2,0,0,1,2,13
loss,1,2,0,0,0,8,16
fit,4,4,1,2,20,17,25
loss,1,3,1,0,0,2,15
fit,1,3,0,2,18,4,12
gain,4,3,1,2,16,8,34
gain,2,5,0,2,20,19,18
gain,1,1,1,0,0,1,16
gain,4,4,1,0,13,12,10
fit,1,1,0,2,7,0,0
fit,1,5,1,2,13,16,16
loss,1,4,1,2,9,0,17
gain,4,2,0,2,5,14,16
loss,4,4,1,2,14,5,17
loss,1,4,0,0,15,3,13
fit,1,4,0,2,12,4,15
loss,1,2,0,2,15,2,13
gain,1,1,1,2,13,17,27
gain,4,4,1,2,18,8,23
fit,4,5,0,2,17,21,16
fit,1,5,1,2,18,5,17
loss,1,2,1,3,14,0,20
loss,4,2,1,2,15,3,12
fit,1,5,0,2,20,14,16
gain,4,5,1,3,19,21,22
gain,1,2,0,0,1,8,17
loss,1,4,1,2,15,8,17
gain,1,1,1,0,0,11,19
loss,1,2,1,2,17,15,33
gain,3,4,0,0,6,12,20
fit,1,3,0,3,16,11,31
gain,1,2,0,2,14,9,22
gain,1,5,0,2,4,9,17
gain,4,5,1,3,19,22,29
fit,1,5,0,2,12,13,14
fit,4,4,1,2,2,13,28
loss,4,3,0,0,14,22,27
fit,1,3,0,0,17,6,13
loss,1,1,1,2,10,2,19
fit,1,2,0,0,1,12,14
gain,4,3,1,2,20,22,32
loss,1,2,0,0,1,0,0
fit,1,1,1,2,16,13,20
loss,1,2,1,2,15,1,13
gain,4,5,1,3,20,18,25
fit,2,2,0,2,8,7,21
gain,2,2,0,3,16,22,26
fit,4,4,1,2,12,5,0
loss,1,5,0,2,5,4,21
gain,4,4,1,2,12,11,24
fit,1,3,1,2,20,10,12
gain,1,1,1,2,20,7,14
fit,1,1,0,2,16,10,18
gain,2,3,0,2,20,16,18
loss,1,4,1,2,19,0,23
